Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
ffmq_10_bl,survey_perception_substance_use,,radio,When I have distressing thoughts or images I am able just to notice them without reacting,"1, Never or Very Rarely True|2, Rarely True|3, Sometimes True|4, Often True|5, Very Often or Always True",,,,,,,y,,,,,
ffmq_11_bl,survey_perception_substance_use,,radio,"I pay attention to sensations, such as the wind in my hair or sun on my face","1, Never or Very Rarely True|2, Rarely True|3, Sometimes True|4, Often True|5, Very Often or Always True",,,,,,,y,,,,,
ffmq_12_bl,survey_perception_substance_use,,radio,Even when I'm feeling terribly upset I can find a way to put it into words,"1, Never or Very Rarely True|2, Rarely True|3, Sometimes True|4, Often True|5, Very Often or Always True",,,,,,,y,,,,,
ffmq_13_bl,survey_perception_substance_use,,radio,I find myself doing things without paying attention,"1, Very Often or Always True|2, Often True|3, Sometimes True|4, Rarely True|5, Never or Very Rarely True",,,,,,,y,,,,,
attn_check_surveybl2,survey_perception_substance_use,,radio,"Please select ""Very Often or Always True"" to show you're paying attention?","1, Very Often or Always True|2, Often True|3, Sometimes True|4, Rarely True|5, Never or Very Rarely True",,,,,,,y,,,,,
ffmq_14_bl,survey_perception_substance_use,,radio,I tell myself I shouldn't be feeling the way I'm feeling,"1, Very Often or Always True|2, Often True|3, Sometimes True|4, Rarely True|5, Never or Very Rarely True",,,,,,,y,,,,,
ffmq_15_bl,survey_perception_substance_use,,radio,When I have distressing thoughts or images I just notice them and let them go,"1, Never or Very Rarely True|2, Rarely True|3, Sometimes True|4, Often True|5, Very Often or Always True",,,,,,,y,,,,,
ffmq_tot_bl,survey_perception_substance_use,,calc,FFMQ-15 total score,[ffmq_1_bl]+[ffmq_2_bl]+[ffmq_3_bl]+[ffmq_4_bl]+[ffmq_5_bl]+[ffmq_6_bl]+[ffmq_7_bl]+[ffmq_8_bl]+[ffmq_9_bl]+[ffmq_10_bl]+[ffmq_11_bl]+[ffmq_12_bl]+[ffmq_13_bl]+[ffmq_14_bl]+[ffmq_15_bl],,,,,,,,,,,, @HIDDEN
absorption_1_bl,survey_perception_substance_use,"Module: Attention and Absorption  On a scale of 1 to 5, how much do the following statements characterize you? (1 = not at all like me; 5 = very much like me) <em>Your Questionnaires Progress:</em></p> <div class=""progress"" style=""height: 15px; width: 50%;""><br>  <div class=""progress-bar"" style=""width: 80%;"" role=""progressbar"">80%</div> </div> <p> </p> <div style=""font-size: 8pt; font-family: cursive;""> </div> <p> </p></div>",radio,The sound of a voice can be so fascinating to me that I can just go on listening to it.,"1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_2_bl,survey_perception_substance_use,,radio,"While acting in a play or watching television, I have sometimes really felt the emotions of the character and have become him or her for the time being, forgetting both myself and the audience","1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_3_bl,survey_perception_substance_use,,radio,I can sometimes recollect certain past events in my life with such clarity and vividness that it is like living them again or almost so.,"1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_4_bl,survey_perception_substance_use,,radio,"If I wish, I can imagine some things so vividly that they hold my attention in the way a good movie or story does.","1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_5_bl,survey_perception_substance_use,,radio,"I can tell a story with elaborations to make it sound better and then have the elaboration seem as real to me as the actual incident, or almost so.","1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_6_bl,survey_perception_substance_use,,radio,I am sometimes able to forget about my present self and get absorbed in a fantasy that I am someone else.,"1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_7_bl,survey_perception_substance_use,,radio,I listen so hard when having a conversation that I am not distracted by the world going on around me.,"1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_8_bl,survey_perception_substance_use,,radio,"When I read an interesting book, the hours fly by without my noticing.","1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_9_bl,survey_perception_substance_use,,radio,One of my better qualities is the ability to put 100 percent of my attention to a task at han,"1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_10_bl,survey_perception_substance_use,,radio,I can do bills or paperwork with the television or radio on and still maintain my concentration.,"1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_11_bl,survey_perception_substance_use,,radio,I do not like it when I have to divide my attention between two things at once.,"1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_12_bl,survey_perception_substance_use,,radio,"When watching television, I lose myself in a character.","1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_13_bl,survey_perception_substance_use,,radio,"When with a group, I am good at listening to several conversations at once.","1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_14_bl,survey_perception_substance_use,,radio,"My day dreams are so real, I sometimes mistake them for actual events.","1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_15_bl,survey_perception_substance_use,,radio,"When driving, I have difficulty following another person's conversation because it distracts me from the road.","1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_16_bl,survey_perception_substance_use,,radio,I can study well in a noisy environment.,"1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_17_bl,survey_perception_substance_use,,radio,I can easily become absorbed in my own thoughts.,"1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_18_bl,survey_perception_substance_use,,radio,"When concentrating on a task, it is difficult for other people to get my attention.","1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_19_bl,survey_perception_substance_use,,radio,I have difficulty concentrating.,"1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_20_bl,survey_perception_substance_use,,radio,I am easily distracted by things around me.,"1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,y,,,absorption_bl,,
absorption_tot_bl,survey_perception_substance_use,,calc,ETAS total score,[absorption_1_bl]+[absorption_2_bl]+[absorption_3_bl]+[absorption_4_bl]+[absorption_5_bl]+[absorption_6_bl]+[absorption_7_bl]+[absorption_8_bl]+[absorption_9_bl]+[absorption_10_bl]+[absorption_11_bl]+[absorption_12_bl]+[absorption_13_bl]+[absorption_14_bl]+[absorption_15_bl]+[absorption_16_bl]+[absorption_17_bl]+[absorption_18_bl]-[absorption_19_bl]-[absorption_20_bl]-[absorption_11_bl]-[absorption_13_bl],,,,,,,,,,,, @HIDDEN
aaq1_bl,survey_perception_substance_use,"""Module: Acceptance and Worry  Below you will find a list of statements. Please rate how true each statement is for you.",radio,My painful experiences and memories make it difficult for me to live a life that I would value.,"1, Never true|2, Very seldom true|3, Seldom true|4, Sometimes true|5, Frequently true|6, Almost always true|7, Always true",,,,,,,y,,,aaq,,
aaq2_bl,survey_perception_substance_use,,radio,I'm afraid of my feelings.,"1, Never true|2, Very seldom true|3, Seldom true|4, Sometimes true|5, Frequently true|6, Almost always true|7, Always true",,,,,,,y,,,aaq,,
aaq3_bl,survey_perception_substance_use,,radio,I worry about not being able to control my worries and feelings.,"1, Never true|2, Very seldom true|3, Seldom true|4, Sometimes true|5, Frequently true|6, Almost always true|7, Always true",,,,,,,y,,,aaq,,
aaq4_bl,survey_perception_substance_use,,radio,My painful memories prevent me from having a fulfilling life.,"1, Never true|2, Very seldom true|3, Seldom true|4, Sometimes true|5, Frequently true|6, Almost always true|7, Always true",,,,,,,y,,,aaq,,
aaq5_bl,survey_perception_substance_use,,radio,Emotions cause problems in my life.,"1, Never true|2, Very seldom true|3, Seldom true|4, Sometimes true|5, Frequently true|6, Almost always true|7, Always true",,,,,,,y,,,aaq,,
aaq6_bl,survey_perception_substance_use,,radio,It seems like most people are handling their lives better than I am.,"1, Never true|2, Very seldom true|3, Seldom true|4, Sometimes true|5, Frequently true|6, Almost always true|7, Always true",,,,,,,y,,,aaq,,
aaq7_bl,survey_perception_substance_use,,radio,Worries get in the way of my success.,"1, Never true|2, Very seldom true|3, Seldom true|4, Sometimes true|5, Frequently true|6, Almost always true|7, Always true",,,,,,,y,,,aaq,,
aaq_tot_bl,survey_perception_substance_use,,calc,Acceptance and Action Questionnaire Total Score,[aaq1_bl]+[aaq2_bl]+[aaq3_bl]+[aaq4_bl]+[aaq5_bl]+[aaq6_bl]+[aaq7_bl],,,,,,,,,,,, @HIDDEN
survey1_finish,survey_perception_substance_use,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Thank you for answering those questions!</span></p> <p><span style=""font-weight: normal;"">ONE MORE muuuuuch briefer set of questionnaires and then it's time to play the games!</span></p></div>","1, Click to go onto the last questions before the games!",,,,,,,y,,,,,
ausduscomments,survey_perception_substance_use, ,notes,"<div class=""rich-text-field-label""><p>If you have any comments on this part of the survey or wish to share any more explanatory information regarding your substance use, please use this space to do so.</p></div>",,,,,,,,,,,,,
survey1_timestamp_end,survey_perception_substance_use,,text,,,,datetime_seconds_dmy,,,,,,,,,, @NOW @HIDDEN-SURVEY
sp_most_recent_dose,survey_perception_substance_use,,calc,"Computed most recent SP dose level (1=Threshold/micro, 2=Light/low, 3=Common/medium, 4=Strong/heavy, 5=Heavy/vheavy)","if([psyched_lastuse_date_micro]='' and [psyched_lastuse_date_low]='' and [psyched_lastuse_date_medium]='' and [psyched_lastuse_date_heavy]='' and [psyched_lastuse_date_vheavy]='', '', if([psyched_lastuse_date_micro]<>'' and ([psyched_lastuse_date_low]='' or [psyched_dayslastuse_micro]<=[psyched_dayslastuse_low]) and ([psyched_lastuse_date_medium]='' or [psyched_dayslastuse_micro]<=[psyched_dayslastuse_medium]) and ([psyched_lastuse_date_heavy]='' or [psyched_dayslastuse_micro]<=[psyched_dayslastuse_heavy]) and ([psyched_lastuse_date_vheavy]='' or [psyched_dayslastuse_micro]<=[psyched_dayslastuse_vheavy]), 1, if([psyched_lastuse_date_low]<>'' and ([psyched_lastuse_date_micro]='' or [psyched_dayslastuse_low]<[psyched_dayslastuse_micro]) and ([psyched_lastuse_date_medium]='' or [psyched_dayslastuse_low]<=[psyched_dayslastuse_medium]) and ([psyched_lastuse_date_heavy]='' or [psyched_dayslastuse_low]<=[psyched_dayslastuse_heavy]) and ([psyched_lastuse_date_vheavy]='' or [psyched_dayslastuse_low]<=[psyched_dayslastuse_vheavy]), 2, if([psyched_lastuse_date_medium]<>'' and ([psyched_lastuse_date_micro]='' or [psyched_dayslastuse_medium]<[psyched_dayslastuse_micro]) and ([psyched_lastuse_date_low]='' or [psyched_dayslastuse_medium]<[psyched_dayslastuse_low]) and ([psyched_lastuse_date_heavy]='' or [psyched_dayslastuse_medium]<=[psyched_dayslastuse_heavy]) and ([psyched_lastuse_date_vheavy]='' or [psyched_dayslastuse_medium]<=[psyched_dayslastuse_vheavy]), 3, if([psyched_lastuse_date_heavy]<>'' and ([psyched_lastuse_date_micro]='' or [psyched_dayslastuse_heavy]<[psyched_dayslastuse_micro]) and ([psyched_lastuse_date_low]='' or [psyched_dayslastuse_heavy]<[psyched_dayslastuse_low]) and ([psyched_lastuse_date_medium]='' or [psyched_dayslastuse_heavy]<[psyched_dayslastuse_medium]) and ([psyched_lastuse_date_vheavy]='' or [psyched_dayslastuse_heavy]<=[psyched_dayslastuse_vheavy]), 4, 5)))))",,,,,,,,,,,, @HIDDEN-SURVEY
family_hx_psychosis,family_history_and_asi,"Module: Family Psychosis History <em>Your Questionnaires Progress:</em></p> <div class=""progress"" style=""height: 15px; width: 50%;""><br>  <div class=""progress-bar"" style=""width: 85%;"" role=""progressbar"">85%</div> </div> <p> </p> <div style=""font-size: 8pt; font-family: cursive;""> </div> <p> </p></div>",radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Have any of your biological (</span>blood-related<span style=""font-weight: normal;"">) relatives been </span><em>diagnosed</em><span style=""font-weight: normal;""> with or </span><em>experienced</em><span style=""font-weight: normal;""> symptoms of </span>psychosis?</p> <p><span style=""font-weight: normal;"">(This includes </span>seeing, hearing, feeling, tasting etc. things that others cannot<span style=""font-weight: normal;"">, having </span>beliefs that don't make sense and cannot be changed by disproving evidence<span style=""font-weight: normal;"">)</span></p> <p><span style=""font-weight: normal;""> (Disorders related to psychosis include: </span>Schizophrenia, Schizoaffective disorder, Bipolar disorder <em>with Psychotic Features</em>, Depression <em>with Psychotic Features</em>, Delusional Disorder, Brief Psychotic Disorder<span style=""font-weight: normal;"">, </span>Substance-Induced Psychotic Disorder, Psychotic Disorder Due to a Medical Condition <span style=""font-weight: normal;"">or </span>Psychosis NOS (Not Otherwise Specified<span style=""font-weight: normal;"">) )</span></p></div>","1, Yes|2, No|3, I'm not sure",,,,,,,y,,,,,
whichrelatives_psychosis,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Which </span>blood-related relative(s)<span style=""font-weight: normal;""> have experienced psychosis or related conditions (these include: </span>schizophrenia<span style=""font-weight: normal;"">, </span>schizoaffective disorder<span style=""font-weight: normal;"">, </span>bipolar disorder <em>with psychotic features</em><span style=""font-weight: normal;"">, </span>Depression <em>with Psychotic Features</em><span style=""font-weight: normal;"">, </span>Delusional Disorder<span style=""font-weight: normal;"">, </span>Brief Psychotic Disorder<span style=""font-weight: normal;"">, or </span>Psychosis NOS <span style=""font-weight: normal;"">(</span><span style=""font-weight: normal;"">Not Otherwise Specified)</span><span style=""font-weight: normal;"">)? </span><br><em><span style=""font-weight: normal;"">(Please check all that apply)</span></em></p></div>","1, Father|2, Mother|3, Twin|4, Sibling(s)|5, Son|6, Daughter|7, Grandparent(s)|8, Aunt(s) / Uncle(s)|9, Cousin(s)|10, Other",,,,,,[family_hx_psychosis]='1' or [family_hx_psychosis]='3',y,,,,,
twin_type,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Is your twin </span>identical<span style=""font-weight: normal;""> <em>(same exact</em> <em>appearance</em>) or </span>fraternal<span style=""font-weight: normal;""> (<em>different appearance and/or sex</em>) </span></p></div>","1, Identical (they looked the same as me in childhood)|2, Fraternal (they are like a brother/sister but the same age)",,,,,,[whichrelatives_psychosis(3)]='1',y,,,,,
othersspecified,family_history_and_asi,,notes,"In the previous question, you selected 'Other' when identifying relatives with psychosis. Please specify the relationship and any additional details you feel are relevant.",,,,,,,[whichrelatives_psychosis(10)] = '1',y,,,,,
suspicion_yn_psychosis_dad,family_history_and_asi,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Did your </span>father<span style=""font-weight: normal;""> tell you that he was </span>diagnosed<span style=""font-weight: normal;""> by a healthcare professional, or did you just </span>know<span style=""font-weight: normal;""> that he experienced hallucinations (seeing or hearing things that aren't there) or delusions (strongly believing things that are not based in reality)?</span></p></div>","1, Diagnosed by a healthcare professional|2, Strongly suspected of experiencing hallucinations/delusions|3, I'm not sure",,,,,,([family_hx_psychosis]='1' or [family_hx_psychosis]='3') and [whichrelatives_psychosis(1)]='1',y,,,,,
suspicion_yn_psychosis_mom,family_history_and_asi,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Did your </span>mother<span style=""font-weight: normal;""> tell you that</span> <span style=""font-weight: normal;"">she</span> <span style=""font-weight: normal;"">was </span>diagnosed<span style=""font-weight: normal;""> by a healthcare professional, or did you just </span>know<span style=""font-weight: normal;""> that she experienced hallucinations (seeing or hearing things that aren't there) or delusions (strongly believing things that are not based in reality)?</span></p></div>","1, Diagnosed by a healthcare professional|2, Strongly suspected of experiencing hallucinations/delusions|3, I'm not sure",,,,,,([family_hx_psychosis]='1' or [family_hx_psychosis]='3') and [whichrelatives_psychosis(2)]='1',,,,,,
suspicion_yn_psychosis_twin,family_history_and_asi,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Did your </span>twin<span style=""font-weight: normal;""> tell you that he/she was </span>diagnosed<span style=""font-weight: normal;""> by a healthcare professional, or did you just </span>know<span style=""font-weight: normal;""> that he/she experienced hallucinations (seeing or hearing things that aren't there) or delusions (strongly believing things that are not based in reality)?</span></p></div>","1, Diagnosed by a healthcare professional|2, Strongly suspected of experiencing hallucinations/delusions|3, I'm not sure",,,,,,([family_hx_psychosis]='1' or [family_hx_psychosis]='3') and [whichrelatives_psychosis(3)]='1',,,,,,
suspicion_yn_psychosis_sib,family_history_and_asi,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Did your </span>sibling(s)<span style=""font-weight: normal;""> tell you that they were </span>diagnosed<span style=""font-weight: normal;""> by a healthcare professional, or did you just </span>know<span style=""font-weight: normal;""> that they experienced hallucinations (seeing or hearing things that aren't there) or delusions (strongly believing things that are not based in reality)?</span></p></div>","1, Diagnosed by a healthcare professional|2, Strongly suspected of experiencing hallucinations/delusions|3, I'm not sure",,,,,,([family_hx_psychosis]='1' or [family_hx_psychosis]='3') and [whichrelatives_psychosis(4)]='1',,,,,,
suspicion_yn_psychosis_son,family_history_and_asi,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Did your </span>son<span style=""font-weight: normal;""> tell you that he was </span>diagnosed<span style=""font-weight: normal;""> by a healthcare professional, or did you just </span>know<span style=""font-weight: normal;""> that he experienced hallucinations (seeing or hearing things that aren't there) or delusions (strongly believing things that are not based in reality)?</span></p></div>","1, Diagnosed by a healthcare professional|2, Strongly suspected of experiencing hallucinations/delusions|3, I'm not sure",,,,,,([family_hx_psychosis]='1' or [family_hx_psychosis]='3') and [whichrelatives_psychosis(5)]='1',,,,,,
suspicion_yn_psychosis_daughter,family_history_and_asi,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Did your </span>daughter<span style=""font-weight: normal;""> tell you that she was </span>diagnosed<span style=""font-weight: normal;""> by a healthcare professional, or did you just </span>know<span style=""font-weight: normal;""> that she experienced hallucinations (seeing or hearing things that aren't there) or delusions (strongly believing things that are not based in reality)?</span></p></div>","1, Diagnosed by a healthcare professional|2, Strongly suspected of experiencing hallucinations/delusions|3, I'm not sure",,,,,,([family_hx_psychosis]='1' or [family_hx_psychosis]='3') and [whichrelatives_psychosis(6)]='1',,,,,,
suspicion_yn_psychosis_grandp,family_history_and_asi,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Did your </span>grandparent(s) <span style=""font-weight: normal;"">tell you that they were </span>diagnosed<span style=""font-weight: normal;""> by a healthcare professional, or did you just </span>know<span style=""font-weight: normal;""> that they experienced hallucinations (seeing or hearing things that aren't there) or delusions (strongly believing things that are not based in reality)?</span></p></div>","1, Diagnosed by a healthcare professional|2, Strongly suspected of experiencing hallucinations/delusions|3, I'm not sure",,,,,,([family_hx_psychosis]='1' or [family_hx_psychosis]='3') and [whichrelatives_psychosis(7)]='1',,,,,,
suspicion_yn_psychosis_aunt,family_history_and_asi,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Did your</span><span style=""font-weight: normal;""> </span>aunt/uncle(s)<span style=""font-weight: normal;""> tell you that they were </span>diagnosed<span style=""font-weight: normal;""> by a healthcare professional, or did you just </span>know<span style=""font-weight: normal;""> that they experienced hallucinations (seeing or hearing things that aren't there) or delusions (strongly believing things that are not based in reality)?</span></p></div>","1, Diagnosed by a healthcare professional|2, Strongly suspected of experiencing hallucinations/delusions|3, I'm not sure",,,,,,([family_hx_psychosis]='1' or [family_hx_psychosis]='3') and [whichrelatives_psychosis(8)]='1',,,,,,
suspicion_yn_psychosis_cousin,family_history_and_asi,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Did your</span><span style=""font-weight: normal;""> </span>cousin(s)<span style=""font-weight: normal;""> tell you that they was </span>diagnosed<span style=""font-weight: normal;""> by a healthcare professional, or did you just </span>know<span style=""font-weight: normal;""> that they experienced hallucinations (seeing or hearing things that aren't there) or delusions (strongly believing things that are not based in reality)?</span></p></div>","1, Diagnosed by a healthcare professional|2, Strongly suspected of experiencing hallucinations/delusions|3, I'm not sure",,,,,,([family_hx_psychosis]='1' or [family_hx_psychosis]='3') and [whichrelatives_psychosis(9)]='1',,,,,,
suspicion_yn_psychosis_other,family_history_and_asi,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Was this blood-related relative told you that they were </span>diagnosed <span style=""font-weight: normal;"">by a healthcare professional, or did you just </span>know<span style=""font-weight: normal;""> that they experienced hallucinations (seeing or hearing things that aren't there) or delusions (strongly believing things that are not based in reality)?</span></p></div>","1, Diagnosed by a healthcare professional|2, Strongly suspected of experiencing hallucinations/delusions|3, I'm not sure",,,,,,([family_hx_psychosis]='1' or [family_hx_psychosis]='3') and [whichrelatives_psychosis(10)]='1',,,,,,
suspicion_father_psychosis,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you </span>suspected<span style=""font-weight: normal;""> that your</span> father <span style=""font-weight: normal;"">experienced hallucinations or delusions, what </span>specific behaviors<span style=""font-weight: normal;""> made you concerned?</span></p></div>","1, Seeing things others could not see|2, Believing that others were out to get them|3, Believing that they are irrationally special or important|4, Thinking that they had special powers of some kind that normal people can't have|5, Hearing voices or sounds that others could not hear|6, Expressing strong beliefs that were unrealistic or irrational|7, Displaying absence of emotion (or intense or inappropriate emotions)|8, Withdrawing from social interactions or relationships|9, Feeling, tasting, or smelling things other could not|10, Talking in ways that were disorganized or did not make sense|11, Behaving bizarrely like dressing inappropriately for the weather, not maintaining hygiene, or holding their body in strange postures,|12, Other",,,,,,([suspicion_yn_psychosis_dad]='2' or [suspicion_yn_psychosis_dad]='3') and [whichrelatives_psychosis(1)]='1',y,,,,,
suspicion_mother_psychosis,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you </span>suspected <span style=""font-weight: normal;"">your </span>mother<span style=""font-weight: normal;""> experienced hallucinations or delusions, what</span> specific behaviors<span style=""font-weight: normal;""> made you concerned?</span></p></div>","1, Seeing things others could not see|2, Believing that others were out to get them|3, Believing that they are irrationally special or important|4, Thinking that they had special powers of some kind that normal people can't have|5, Hearing voices or sounds that others could not hear|6, Expressing strong beliefs that were unrealistic or irrational|7, Displaying absence of emotion (or intense or inappropriate emotions)|8, Withdrawing from social interactions or relationships|9, Feeling, tasting, or smelling things other could not|10, Talking in ways that were disorganized or did not make sense|11, Behaving bizarrely like dressing inappropriately for the weather, not maintaining hygiene, or holding their body in strange postures,|12, Other",,,,,,([suspicion_yn_psychosis_mom]='2' or [suspicion_yn_psychosis_mom]='3') and [whichrelatives_psychosis(2)]='1',y,,,,,
suspicion_twin_psychosis,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you </span>suspected<span style=""font-weight: normal;""> your </span>twin <span style=""font-weight: normal;"">experienced hallucinations or delusions, what </span>specific behaviors<span style=""font-weight: normal;""> made you concerned?</span></p></div>","1, Seeing things others could not see|2, Believing that others were out to get them|3, Believing that they are irrationally special or important|4, Thinking that they had special powers of some kind that normal people can't have|5, Hearing voices or sounds that others could not hear|6, Expressing strong beliefs that were unrealistic or irrational|7, Displaying absence of emotion (or intense or inappropriate emotions)|8, Withdrawing from social interactions or relationships|9, Feeling, tasting, or smelling things other could not|10, Talking in ways that were disorganized or did not make sense|11, Behaving bizarrely like dressing inappropriately for the weather, not maintaining hygiene, or holding their body in strange postures,|12, Other",,,,,,([suspicion_yn_psychosis_twin]='2' or [suspicion_yn_psychosis_twin]='3') and [whichrelatives_psychosis(3)]='1',y,,,,,
suspicion_sibling_psychosis,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you </span>suspected<span style=""font-weight: normal;""> your </span>sibling(s<span style=""font-weight: normal;"">) experienced hallucinations or delusions, what </span>specific behaviors<span style=""font-weight: normal;""> made you concerned?</span></p></div>","1, Seeing things others could not see|2, Believing that others were out to get them|3, Believing that they are irrationally special or important|4, Thinking that they had special powers of some kind that normal people can't have|5, Hearing voices or sounds that others could not hear|6, Expressing strong beliefs that were unrealistic or irrational|7, Displaying absence of emotion (or intense or inappropriate emotions)|8, Withdrawing from social interactions or relationships|9, Feeling, tasting, or smelling things other could not|10, Talking in ways that were disorganized or did not make sense|11, Behaving bizarrely like dressing inappropriately for the weather, not maintaining hygiene, or holding their body in strange postures,|12, Other",,,,,,([suspicion_yn_psychosis_sib]='2' or [suspicion_yn_psychosis_sib]='3') and [whichrelatives_psychosis(4)]='1',y,,,,,
suspicion_son_psychosis,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you </span>suspected<span style=""font-weight: normal;""> your </span>son<span style=""font-weight: normal;""> experienced hallucinations or delusions, what </span>specific behaviors <span style=""font-weight: normal;"">made you concerned?</span></p></div>","1, Seeing things others could not see|2, Believing that others were out to get them|3, Believing that they are irrationally special or important|4, Thinking that they had special powers of some kind that normal people can't have|5, Hearing voices or sounds that others could not hear|6, Expressing strong beliefs that were unrealistic or irrational|7, Displaying absence of emotion (or intense or inappropriate emotions)|8, Withdrawing from social interactions or relationships|9, Feeling, tasting, or smelling things other could not|10, Talking in ways that were disorganized or did not make sense|11, Behaving bizarrely like dressing inappropriately for the weather, not maintaining hygiene, or holding their body in strange postures,|12, Other",,,,,,([suspicion_yn_psychosis_son]='2' or [suspicion_yn_psychosis_son]='3') and [whichrelatives_psychosis(5)]='1',y,,,,,
suspicion_daughter_psychosis,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you </span>suspected<span style=""font-weight: normal;""> your </span>daughter<span style=""font-weight: normal;""> experienced hallucinations or delusions, what </span>specific behaviors <span style=""font-weight: normal;"">made you concerned?</span></p></div>","1, Seeing things others could not see|2, Believing that others were out to get them|3, Believing that they are irrationally special or important|4, Thinking that they had special powers of some kind that normal people can't have|5, Hearing voices or sounds that others could not hear|6, Expressing strong beliefs that were unrealistic or irrational|7, Displaying absence of emotion (or intense or inappropriate emotions)|8, Withdrawing from social interactions or relationships|9, Feeling, tasting, or smelling things other could not|10, Talking in ways that were disorganized or did not make sense|11, Behaving bizarrely like dressing inappropriately for the weather, not maintaining hygiene, or holding their body in strange postures,|12, Other",,,,,,([suspicion_yn_psychosis_daughter]='2' or [suspicion_yn_psychosis_daughter]='3') and [whichrelatives_psychosis(6)]='1',y,,,,,
suspicion_grandp_psychosis,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you </span>suspected<span style=""font-weight: normal;""> your </span>grandparents<span style=""font-weight: normal;""> experienced hallucinations or delusions, what </span>specific behaviors <span style=""font-weight: normal;"">made you concerned?</span></p></div>","1, Seeing things others could not see|2, Believing that others were out to get them|3, Believing that they are irrationally special or important|4, Thinking that they had special powers of some kind that normal people can't have|5, Hearing voices or sounds that others could not hear|6, Expressing strong beliefs that were unrealistic or irrational|7, Displaying absence of emotion (or intense or inappropriate emotions)|8, Withdrawing from social interactions or relationships|9, Feeling, tasting, or smelling things other could not|10, Talking in ways that were disorganized or did not make sense|11, Behaving bizarrely like dressing inappropriately for the weather, not maintaining hygiene, or holding their body in strange postures,|12, Other",,,,,,([suspicion_yn_psychosis_grandp]='2' or [suspicion_yn_psychosis_grandp]='3') and [whichrelatives_psychosis(7)]='1',y,,,,,
