alert-unique-id,alert-title,alert-trigger,unique-form-name,saved-with-form-status,alert-condition,ensure-logic-still-true,do-not-clear-recurrences,alert-stop-type,send-on,send-on-next-day-type,send-on-next-time,send-on-time-lag-days,send-on-time-lag-hours,send-on-time-lag-minutes,send-on-field-after,send-on-field,send-on-date,alert-send-how-many,every-time-type,repeat-for,repeat-for-units,repeat-for-max,alert-expiration,alert-type,email-from-display,email-from,email-to,email-cc,email-bcc,email-failed,email-subject,alert-message,sendgrid-template-id,sendgrid-template-data,sendgrid-mail-send-configuration,prevent-piping-identifiers,file-upload-fields,phone-number-to,alert-deactivated
A-1370,Oopsie Payment Email,LOGIC,,ANY,[oops_pay]='1',Y,N,RECORD,TIME_LAG,,,0,0,30,after,,,ONCE,,,,,,EMAIL,Powers Lab @ Yale University,maximillian.greenwald@yale.edu,[email_addtl_contact],,,,Powers Lab Online Research: Email Retraction,"<p>Hello!</p> <p> </p> <p>You are receiving this email because you completed an online research study by the Powers Lab at Yale University and consented to be contacted regarding additional research opportunities.</p> <p> </p> <p>It's come to our attention that while setting up automatic alerts for new participants, folks who already completed the study were <strong>mistakenly</strong> sent emails informing them that they would receive $40 for finishing the study within 15 business days. </p> <p> </p> <p>Our sincerest apologies --<em><strong> </strong><strong>your record was already processed back when you finished the study, and so you will not be receiving any bonus compensation :( </strong></em> (even if we'd like to!) . </p> <p> </p> <p>Thank you again for your participation and patience! </p> <p> </p> <p>As always, please do not hesitate to reach out if you have questions or feedback!</p> <p> </p> <p><em>P.S. If you would like to be removed from this email list, please just email <a href=""mailto:maximillian.greenwald@yale.edu"">maximillian.greenwald@yale.edu</a> :) </em></p> <p>---------------------------------------------------------</p> <p>Powers Lab | Yale University</p> <p style=""background: white;""><i>Phone: ‪(203) 441-7213</i></p> <p style=""background: white;""><em>Email: </em><a href=""mailto:powers.lab@yale.edu"">powers.lab@yale.edu</a> </p>",,{},{},Y,,,N
A-1371,Update on Late Payment (7/7/25 deadline),LOGIC,,ANY,[payment_fix]='1',Y,N,RECORD,TIME_LAG,,,0,0,30,after,,,ONCE,,,,,,EMAIL,Powers Lab @ Yale University,maximillian.greenwald@yale.edu,silmilly.toribio@yale.edu;[email_addtl_contact],,,,Powers Lab Online Research: Addressing Late Payment!,"<p>Hello!</p> <p> </p> <p>You are receiving this email because you completed an online research study by the Powers Lab at Yale University and consented to be contacted regarding research.</p> <p> </p> <p>You are receiving this email to update you that the Yale Business office is taking a very long time processing digital gift cards. <em><strong>We are committed to compensating you for your research in a timely fashion, and so we will be sending you digital VISA cards on <span style=""text-decoration: underline;"">Monday 7/7/2025</span> if we have not received an update from the Business office by the end of the</strong></em> day. </p> <p> </p> <p><strong>We are so sorry! </strong>We earnestly try to get people paid as soon as possible for their participation and we are very surprised by this delay. We understand how anxiety-inducing it can be given that this study is entirely online! </p> <p> </p> <p>Thank you again so much for your participation, and please do not hesitate to reach out with questions or concerns!</p> <p> </p> <p>Max</p> <p>---------------------------------------------------------</p> <p>Powers Lab | Yale University</p> <p style=""background: white;""><i>Phone: ‪(203) 441-7213</i></p> <p style=""background: white;""><em>Email: </em><a href=""mailto:powers.lab@yale.edu"">powers.lab@yale.edu</a> </p>",,{},{},Y,,,N
A-1372,confirm_delay,LOGIC,,ANY,([cannabis_continue]='1'),Y,N,RECORD,TIME_LAG,,,0,0,2,after,,,ONCE,,,,,,EMAIL,Powers Lab @ Yale University,maximillian.greenwald@yale.edu,[interested_spstudy],,,,Powers Lab Online Study: Reminder Confirmation and important participation information,"<p>Hello!</p> <p> </p> <p>You are receiving this email because you consented to be contacted by the Powers Lab at Yale University regarding your participation in an online study, and you have indicated that you will be delaying your participation until <span style=""font-size: 12pt;""><strong>[cb_continue_date]</strong></span> in order to participate in our baseline and/or longitudinal study.</p> <p> </p> <p>Thank you so much! <strong><i>Your conscientious participation is <u>extremely</u> valuable to this research, and we welcome any suggestions to improve your research experience and/or better accommodate you.</i></strong><i> </i> <strong><i> </i></strong></p> <p> </p> <p>This email is to confirm receipt of your responses and that an email has been scheduled to remind you to participate anytime after <span style=""font-size: 12pt;""><strong>[cb_continue_date]</strong></span>. If there is an earlier date that would be considerably more convenient please contact us and we will allow you to continue.</p> <p><strong> </strong></p> <p><strong><u>We also want to remind you of the key participation information:</u></strong> please <strong>refrain from cannabis use prior to days of participation</strong>. Specifically, we have determined cannabis will not interfere with our measures if you refrain for:</p> <ul style=""margin-top: 0in;"" type=""disc""> <li style=""margin-left: 38.1pt; mso-list: l0 level1 lfo1;""><strong><i>3 days</i></strong><i> at a <strong>minimum</strong></i></li> <li style=""margin-left: 38.1pt; mso-list: l0 level1 lfo1;""><strong>1 week</strong> if using <strong>once per month</strong></li> <li style=""margin-left: 38.1pt; mso-list: l0 level1 lfo1;""><strong>2 weeks</strong> if using <strong>weekly or twice weekly</strong></li> <li style=""margin-left: 38.1pt; mso-list: l0 level1 lfo1;""><strong>4 weeks</strong> if using <strong>more than 3-4x weekly</strong></li> </ul> <p> </p> <p>Please let us know if you have questions or concerns! You may reach out to <a href=""mailto:maximillian.greenwald@yale.edu"">maximillian.greenwald@yale.edu</a> at any time!</p> <p> </p> <p>Thank you again!</p> <p>---------------------------------------------------------</p> <p>Powers Lab | Yale University</p> <p style=""background: white;""><i>Phone: ‪(203) 441-7213</i></p> <p style=""background: white;""><em>Email: </em><a href=""mailto:powers.lab@yale.edu"">powers.lab@yale.edu</a> </p>",,{},{},Y,,,N
A-1373,SMS Verification Re-invite,LOGIC,,ANY,([sms_verify_invite]='1') and ([record_id]>1320),Y,N,RECORD,TIME_LAG,,,0,0,15,after,,,ONCE,,,,,,EMAIL,Powers Lab @ Yale University,maximillian.greenwald@yale.edu,[email_addtl_contact],,,,Powers Lab Online Research: Link to Continue & Apologies,"<p>Hello!</p> <p> </p> <p>You are receiving this email because you recently started screening for an online research study by the Powers Lab at Yale University and consented to be contacted regarding research.</p> <p> </p> <p>It's come to our attention that a <strong>mistake</strong> in the survey logic led folks who started after 7/4/25 to an error where folks <strong>could not verify their phone numbers nor finish screening</strong> :( </p> <p> </p> <p>We are so so sorry about the mistake! We believe the error has been addressed, and <strong>you can now continue at</strong> <span style=""font-size: 18pt;""><strong>[survey-link:sms_verification:this link]</strong></span>. </p> <p> </p> <p>Please, please let one of us know if you run into any issues, and we will do our best to address them immediately! You can email <a href=""mailto:maximillian.greenwald@yale.edu"">maximillian.greenwald@yale.edu</a> or <a href=""mailto:powers.lab@yale.edu"">powers.lab@yale.edu</a>. </p> <p> </p> <p>Thank you so much for your participation and your patience!</p> <p> </p> <p>Max</p> <p>---------------------------------------------------------</p> <p>Powers Lab | Yale University</p> <p style=""background: white;""><i>Phone: ‪(203) 441-7213</i></p> <p style=""background: white;""><em>Email: </em><a href=""mailto:powers.lab@yale.edu"">powers.lab@yale.edu</a> </p>",,{},{},Y,,,N
A-1374,Fix NaN Responses,LOGIC,,ANY,[nan_values_fix]='1',Y,N,RECORD,TIME_LAG,,,0,0,30,after,,,ONCE,,,,,,EMAIL,Powers Lab @ Yale University,maximillian.greenwald@yale.edu,[email_addtl_contact],,,,Powers Lab Online Research: Missing some answers! (Main questionnaire),"<p class=""p1"">Hello!</p> <p class=""p1""> </p> <p class=""p1"">You are receiving this email because you consented to be contacted by the Powers Lab at Yale University regarding your participation in an online study <strong>and have missing answers from a study you recently completed</strong>. </p> <p class=""p1""> </p> <p class=""p1""><span style=""font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-size: 13px;"">At your earliest convenience, please click the link below and provide responses to any blank responses -- your payment will be processed once the answers are provided :) </span></p> <p class=""p1""><strong style=""font-size: 14pt; font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol';"">[survey-link:survey_perception_substance_use:Click to fix blank responses and finish the survey!]</strong></p> <p class=""p1""> </p> <p class=""p1"">Thank you so much again for your interest in participation! As always, please reach out to <a href=""mailto:maximilliang.greenwald@yale.edu"">maximillian.greenwald@yale.edu</a> if you encounter any difficulties!</p> <p class=""p1""> </p> <p class=""p1"">-Max</p> <p>---------------------------------------------------------</p> <p>Powers Lab | Yale University</p> <p style=""background: white;""><i>Phone: ‪(203) 441-7213</i></p> <p style=""background: white;""><em>Email: </em><a href=""mailto:powers.lab@yale.edu"">powers.lab@yale.edu</a> </p>",,{},{},Y,,,N
A-1375,Fix NaN Responses,LOGIC,,ANY,[nan_values_fix_screen]='1',Y,N,RECORD,TIME_LAG,,,0,0,30,after,,,ONCE,,,,,,EMAIL,Powers Lab @ Yale University,maximillian.greenwald@yale.edu,[email_addtl_contact],,,,Powers Lab Online Research: Missing some answers! (screening survey),"<p class=""p1"">Hello!</p> <p class=""p1""> </p> <p class=""p1"">You are receiving this email because you consented to be contacted by the Powers Lab at Yale University regarding your participation in an online study <strong>and have missing answers from a study you recently completed</strong>. </p> <p class=""p1""> </p> <p class=""p1""><span style=""font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-size: 13px;"">At your earliest convenience, please click the link below and provide responses to any blank responses -- your payment will be processed once the answers are provided :) </span></p> <p class=""p1""><strong style=""font-size: 14pt; font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol';"">[survey-link:screening_survey:Click to fix blank responses and finish the study!]</strong></p> <p class=""p1""> </p> <p class=""p1"">Thank you so much again for your interest in participation! As always, please reach out to <a href=""mailto:maximilliang.greenwald@yale.edu"">maximillian.greenwald@yale.edu</a> if you encounter any difficulties!</p> <p class=""p1""> </p> <p class=""p1"">-Max</p> <p>---------------------------------------------------------</p> <p>Powers Lab | Yale University</p> <p style=""background: white;""><i>Phone: ‪(203) 441-7213</i></p> <p style=""background: white;""><em>Email: </em><a href=""mailto:powers.lab@yale.edu"">powers.lab@yale.edu</a> </p>",,{},{},Y,,,N
A-1376,Cancel Control Recruitment,LOGIC,,ANY,"[close_control]=""close""",Y,N,RECORD,TIME_LAG,,,0,0,5,after,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,maximillian.greenwald@yale.edu,,,,Exceeded 20 control participants!,<p>Heads up! We are now above 20 control participants who have passed QC!  You should probably prevent more controls from signing on. </p> <p>Max</p>,,{},{},Y,,,N
A-1377,replay_links_ach,LOGIC,,ANY,[replay_links_ach]='1',Y,N,RECORD,TIME_LAG,,,0,0,30,after,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,[replay_email],,,,Powers Lab at Yale Research Study: Game Replay Links,"<p>Hello!</p> <p> </p> <p>You are receiving this email because you 1) recently submitted survey responses for an online survey study by the Powers Lab at Yale University, 2) consented to be contacted regarding your research participation, and 3) gave responses to one or more games suggesting directions may have been misunderstood or there was not full engagement the entire time through.</p> <p> </p> <p>In order to receive compensation for your participation, you will need to please replay the following games carefully at the links below:</p> <p> </p> <p> ############</p> <p><strong><u>Can You Hear the Tone?</u></strong></p> <p>************************</p> <p><i>Remember to please keep your volume at 100%, screen brightness at 100%, and listen carefully for the tone!</i></p> <p><span style=""font-size: 14pt;""><i> <strong>[survey-link:auditory_ch_task:Replay Link Here]</strong></i></span></p> <p>############</p> <p> </p> <p>Thank you <strong><i>so much</i></strong> for your participation, and we apologize for any frustration! Your data is extremely valuable to us, and so we want to ensure we are able to use it! </p> <p> </p> <p>We are available via Google Voice, email, or Zoom should you wish to discuss any game instructions or technical difficulties!</p> <p> </p> <p>In order to expedite your payment <strong><i>please email us back when all games above have been replayed!</i></strong></p> <p> </p> <p>-----------------------------------------------</p> <p><strong>Powers Lab</strong></p> <p>Department of Psychiatry</p> <p>Yale University School of Medicine</p>",,{},{},Y,,,N
A-1378,replay_links_ach_now,LOGIC,,ANY,[replay_links_ach_now]='1',Y,N,RECORD,TIME_LAG,,,0,0,5,after,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,[replay_email],,,,Powers Lab at Yale Research Study: Game Replay Links,"<p>Hello!</p> <p> </p> <p>You are receiving this email because you 1) recently submitted survey responses for an online survey study by the Powers Lab at Yale University, 2) consented to be contacted regarding your research participation, and 3) gave responses to one or more games suggesting directions may have been misunderstood or there was not full engagement the entire time through.</p> <p> </p> <p>In order to receive compensation for your participation, you will need to please replay the following games carefully at the links below:</p> <p> </p> <p> ############</p> <p><strong><u>Can You Hear the Tone?</u></strong></p> <p>************************</p> <p><i>Remember to please keep your volume at 100%, screen brightness at 100%, and listen carefully for the tone!</i></p> <p><span style=""font-size: 14pt;""><i> <strong>[survey-link:auditory_ch_task:Replay Link Here]</strong></i></span></p> <p>############</p> <p> </p> <p>Thank you <strong><i>so much</i></strong> for your participation, and we apologize for any frustration! Your data is extremely valuable to us, and so we want to ensure we are able to use it! </p> <p> </p> <p>We are available via Google Voice, email, or Zoom should you wish to discuss any game instructions or technical difficulties!</p> <p> </p> <p>In order to expedite your payment <strong><i>please email us back when all games above have been replayed!</i></strong></p> <p> </p> <p>-----------------------------------------------</p> <p><strong>Powers Lab</strong></p> <p>Department of Psychiatry</p> <p>Yale University School of Medicine</p>",,{},{},Y,,,N
A-1379,replay_links_vch_now,LOGIC,,ANY,[replay_links_vch_new]='1',Y,N,RECORD,TIME_LAG,,,0,0,30,after,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,[replay_email],,,,Powers Lab at Yale Research Study: Game Replay Links,"<p>Hello!</p> <p> </p> <p>You are receiving this email because you 1) recently submitted survey responses for an online survey study by the Powers Lab at Yale University, 2) consented to be contacted regarding your research participation, and 3) gave responses to one or more games suggesting directions may have been misunderstood or there was not full engagement the entire time through.</p> <p> </p> <p>In order to receive compensation for your participation, you will need to please replay the following games carefully at the links below:</p> <p> </p> <p> ############</p> <p> </p> <p><strong><u>Look for the Pattern!</u></strong></p> <p> </p> <p>************************</p> <p><i>Remember to please keep your volume at 100%, screen brightness at 100%, and look carefully for the pattern!</i></p> <p><span style=""font-size: 14pt;""><i> <strong>[survey-link:visual_ch_task:Replay Link Here]</strong></i></span></p> <p>############</p> <p> </p> <p>Thank you <strong><i>so much</i></strong> for your participation, and we apologize for any frustration! Your data is extremely valuable to us, and so we want to ensure we are able to use it! </p> <p> </p> <p>We are available via Google Voice, email, or Zoom should you wish to discuss any game instructions or technical difficulties!</p> <p> </p> <p>In order to expedite your payment <strong><i>please email us back when all games above have been replayed!</i></strong></p> <p> </p> <p>-----------------------------------------------</p> <p><strong>Powers Lab</strong></p> <p>Department of Psychiatry</p> <p>Yale University School of Medicine</p> <p> </p>",,{},{},Y,,,N
A-1380,replay_links_prl_now,LOGIC,,ANY,[replay_links_prl_new]='1',N,N,RECORD,TIME_LAG,,,0,0,30,after,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,[replay_email],,,,Powers Lab at Yale Research Study: Game Replay Links,"<p>Hello!</p> <p> </p> <p>You are receiving this email because you 1) recently submitted survey responses for an online survey study by the Powers Lab at Yale University, 2) consented to be contacted regarding your research participation, and 3) gave responses to one or more games suggesting directions may have been misunderstood or there was not full engagement the entire time through.</p> <p> </p> <p>In order to receive compensation for your participation, you will need to please replay the following games carefully at the links below:</p> <p> </p> <p> ############</p> <p> </p> <p><strong><u>The Lucky Picture Picking Game</u></strong></p> <p> </p> <p>************************</p> <p><i>Remember that even the lucky picture sometimes gives you low points - you're just looking for the picture that gives you more points the most <strong>often</strong>! You should <strong>not </strong>change to a different picture the moment you get a low point reward.  </i></p> <p><i>Sometimes the picture is only moderately good - try to make sure you're confident you've found the actual LUCKIEST picture before committing! </i></p> <p><span style=""font-size: 14pt;""><i> <strong>[survey-link:prl_task:Replay Link Here]</strong></i></span></p> <p>############</p> <p> </p> <p>Thank you <strong><i>so much</i></strong> for your participation, and we apologize for any frustration! Your data is extremely valuable to us, and so we want to ensure we are able to use it! </p> <p> </p> <p>We are available via Google Voice, email, or Zoom should you wish to discuss any game instructions or technical difficulties!</p> <p> </p> <p>In order to expedite your payment <strong><i>please email us back when all games above have been replayed!</i></strong></p> <p> </p> <p>-----------------------------------------------</p> <p><strong>Powers Lab</strong></p> <p>Department of Psychiatry</p> <p>Yale University School of Medicine</p> <p> </p>",,{},{},Y,,,N
A-1381,Emailed Participation Reminders,LOGIC,,ANY,([wants_notification]='1') and ([honesty_qc]=''),Y,N,RECORD,TIME_LAG,,,0,0,15,after,,,SCHEDULE,,12,HOURS,6,,EMAIL,Powers Lab @ Yale University,maximillian.greenwald@yale.edu,[email_addtl_contact],,,,Powers Lab at Yale Research Study: Participation Reminder,"<p>Hello!</p> <p> </p> <p>You are receiving this email because you requested reminders to continue your participation in the Yale Powers Lab Research Study! Remember you have <strong>72 hours </strong>from when you first began.</p> <p> </p> <p>This reminder will go out every 12 hours until you finish or until it has been 12 hours. </p> <p> </p> <p>Thank you <strong><i>so much</i></strong> for your participation! Your data is extremely valuable to us, and so we want to ensure we are able to use it! </p> <p> </p> <p>Please email <a href=""mailto:maximillian.greenwald@yale.edu"">maximillian.greenwald@yale.edu</a> if you encounter any difficulties or have any questions!</p> <p> </p> <p>-----------------------------------------------</p> <p><strong>Powers Lab</strong></p> <p>Department of Psychiatry</p> <p>Yale University School of Medicine</p> <p> </p>",,{},{},Y,,,N
A-1382,Re-do Main Survey,LOGIC,,ANY,[finish_questionnaires]='1',Y,N,RECORD,TIME_LAG,,,0,0,30,after,,,ONCE,,,,,,EMAIL,Powers Lab @ Yale University,maximillian.greenwald@yale.edu,[email_addtl_contact],,,,Powers Lab Online Research: Links to Complete Main Questionnaires!,"<p class=""p1"">Hello!</p> <p class=""p1""> </p> <p class=""p1"">You are receiving this email because you consented to be contacted by the Powers Lab at Yale University regarding your participation in an online study and <strong>were unable to complete the essential questionnaires and one of the games in the survey due to our error :(  </strong></p> <p class=""p1""> </p> <p class=""p1"">Very sorry about the error! For some reason, folks who were supposed to complete questionnaires and then the games were sent directly to the games!</p> <p class=""p1""> </p> <p class=""p1""><span style=""text-decoration: underline; font-size: 18pt;""><strong>In order to finish the study, please make sure you have answered all of the questions in the following questionnaires:</strong></span></p> <p class=""p1""><strong style=""font-size: 14pt; font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol';"">[survey-link:survey_perception_substance_use:The main survey (20-60 minutes)]</strong></p> <p class=""p1""><strong style=""font-size: 14pt; font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol';"">[survey-link:family_history_and_asi:The smaller secondary survey (10-20 minutes)]</strong></p> <p class=""p1""> </p> <p class=""p1""><span style=""font-size: 10pt;""><span style=""font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol';"">and then please play one last game -- the Can You See the Pattern? Game!</span></span></p> <p class=""p1""><span style=""font-size: 14pt;""><span style=""font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol';""><i> <strong>[survey-link:visual_ch_task:Click here to finish the game -- Can You See the Pattern?]</strong></i></span></span></p> <p class=""p1""> </p> <p class=""p1""><span style=""text-decoration: underline; font-size: 18pt;""><strong>Please, please try to finish the questionnaires within 72 hours -- we want to correlate these answers to your game performance :)</strong></span></p> <p class=""p1""> </p> <p class=""p1""><em>Please<strong> reply to this email</strong> if you <strong>encounter any difficulties </strong>and a researcher will address them as soon as possible! </em></p> <p class=""p1""> </p> <p class=""p1""><span style=""font-size: 14pt;""><strong>Thank you </strong></span>again so much for your participation!</p> <p class=""p1""> </p> <p class=""p1"">-Max</p> <p>---------------------------------------------------------</p> <p>Powers Lab | Yale University</p> <p style=""background: white;""><i>Phone: ‪(203) 441-7213</i></p> <p style=""background: white;""><em>Email: </em><a href=""mailto:powers.lab@yale.edu"">powers.lab@yale.edu</a> </p>",,{},{},Y,,,N
A-1383,Emailed VCH Task Link,LOGIC,,ANY,[wants_links]='1' and [headphones_check]<>'',Y,N,RECORD,TIME_LAG,,,0,0,15,after,,,ONCE,,,,,,EMAIL,Powers Lab @ Yale University,maximillian.greenwald@yale.edu,[email_addtl_contact],,,,"Powers Lab at Yale Research Study: Link to ""Can You See the Pattern?"" Survey Section in Case of Error","<p>Hello!</p> <p> </p> <p>You are receiving this email because you requested to receive links to each section of your survey in case they are needed. Attached in this email is a link to the ""Can You See the Pattern?"" game section of your RedCap survey. Please use this link if you were removed from RedCap, the game didn't save, or an error occurred that left you unable to regain access to your survey. </p> <p>If you're using this link because you were not returned back to the survey after completing the game, and/or if the game did not save, then <strong>clicking the game link again</strong> within RedCap (on the same browser you used before) should save the data for your completion of the game. </p> <p><strong><span style=""font-size: 18pt;"">[survey-link:visual_ch_task:Survey Link]</span></strong></p> <p> </p> <p>Thank you <strong><i>so much</i></strong> for your participation, and we apologize for any frustration! Your data is extremely valuable to us, and so we want to ensure we are able to use it!  If you have any questions, please email <a href=""mailto:maximillian.greenwald@yale.edu"">maximillian.greenwald@yale.edu</a>. </p> <p> </p> <p>-----------------------------------------------</p> <p><strong>Powers Lab</strong></p> <p>Department of Psychiatry</p> <p>Yale University School of Medicine</p> <p> </p>",,{},{},Y,,,N
A-1384,Emailed PRL Task Link,LOGIC,,ANY,([wants_links]='1') and ([monitor_recheck_prl]<>''),Y,N,RECORD,TIME_LAG,,,0,0,30,after,,,ONCE,,,,,,EMAIL,Powers Lab @ Yale University,maximillian.greenwald@yale.edu,[email_addtl_contact],,,,"Powers Lab at Yale Research Study: Link to the ""Lucky Picture Picking Game"" Survey Section in Case of Error","<p>Hello!</p> <p> </p> <p>You are receiving this email because you requested to receive links to each section of your survey in case they are needed. Attached in this email is a link to the ""Lucky Picture Picking game"" section of your RedCap survey. Please use this link if you were removed from RedCap, the game didn't save, or an error occurred that left you unable to regain access to your survey. </p> <p>If you're using this link because you were not returned back to the survey after completing the game, and/or if the game did not save, then <strong>clicking the game link again</strong> within RedCap (on the same browser you used before) should save the data for your completion of the game. </p> <p><strong><span style=""font-size: 18pt;"">[survey-link:prl_task:Survey Link]</span></strong></p> <p> </p> <p>Thank you <strong><i>so much</i></strong> for your participation, and we apologize for any frustration! Your data is extremely valuable to us, and so we want to ensure we are able to use it!  If you have any questions, please email <a href=""mailto:maximillian.greenwald@yale.edu"">maximillian.greenwald@yale.edu</a>. </p> <p> </p> <p>-----------------------------------------------</p> <p><strong>Powers Lab</strong></p> <p>Department of Psychiatry</p> <p>Yale University School of Medicine</p> <p> </p>",,{},{},Y,,,N
A-1385,Emailed ACH Task Link,LOGIC,,ANY,([wants_links]='1') and ([headphones_recheck_ah]<>''),Y,N,RECORD,TIME_LAG,,,0,0,30,after,,,ONCE,,,,,,EMAIL,Powers Lab @ Yale University,maximillian.greenwald@yale.edu,[email_addtl_contact],,,,"Powers Lab at Yale Research Study: Link to the ""Can You Hear the Tone?"" Survey Section in Case of Error","<p>Hello!</p> <p> </p> <p>You are receiving this email because you requested to receive links to each section of your survey in case they are needed. Attached in this email is a link to the ""Can You Hear the Tone?"" game section of your RedCap survey. Please use this link if you were removed from RedCap, the game didn't save, or an error occurred that left you unable to regain access to your survey. </p> <p>If you're using this link because you were not returned back to the survey after completing the game, and/or if the game did not save, then <strong>clicking the game link again</strong> within RedCap (on the same browser you used before) should save the data for your completion of the game. </p> <p><strong><span style=""font-size: 18pt;"">[survey-link:auditory_ch_task:Survey Link]</span></strong></p> <p> </p> <p>Thank you <strong><i>so much</i></strong> for your participation, and we apologize for any frustration! Your data is extremely valuable to us, and so we want to ensure we are able to use it!  If you have any questions, please email <a href=""mailto:maximillian.greenwald@yale.edu"">maximillian.greenwald@yale.edu</a>. </p> <p> </p> <p>-----------------------------------------------</p> <p><strong>Powers Lab</strong></p> <p>Department of Psychiatry</p> <p>Yale University School of Medicine</p> <p> </p>",,{},{},Y,,,N
A-1386,Emailed Spacejunk Task Link,LOGIC,,ANY,([wants_links]='1') and ([monitor_recheck_spacejunk]<>''),Y,N,RECORD,TIME_LAG,,,0,0,30,after,,,ONCE,,,,,,EMAIL,Powers Lab @ Yale University,maximillian.greenwald@yale.edu,[email_addtl_contact],,,,"Powers Lab at Yale Research Study: Link to the ""Spacejunk"" Survey Section in Case of Error","<p>Hello!</p> <p> </p> <p>You are receiving this email because you requested to receive links to each section of your survey in case they are needed. Attached in this email is a link to the ""Spacejunk"" game section of your RedCap survey. Please use this link if you were removed from RedCap, the game didn't save, or an error occurred that left you unable to regain access to your survey. </p> <p>If you're using this link because you were not returned back to the survey after completing the game, and/or if the game did not save, then <strong>clicking the game link again</strong> within RedCap (on the same browser you used before) should save the data for your completion of the game. </p> <p><strong><span style=""font-size: 18pt;"">[survey-link:spacejunk_game:Survey Link]</span></strong></p> <p> </p> <p>Thank you <strong><i>so much</i></strong> for your participation, and we apologize for any frustration! Your data is extremely valuable to us, and so we want to ensure we are able to use it!  If you have any questions, please email <a href=""mailto:maximillian.greenwald@yale.edu"">maximillian.greenwald@yale.edu</a>. </p> <p> </p> <p>-----------------------------------------------</p> <p><strong>Powers Lab</strong></p> <p>Department of Psychiatry</p> <p>Yale University School of Medicine</p> <p> </p>",,{},{},Y,,,N
A-1387,Delayed Payment Confirmation,LOGIC,,ANY,([payment_confirmation]='0'),Y,N,RECORD,TIME_LAG,,,21,0,0,after,,,ONCE,,,,,,EMAIL,Powers Lab @ Yale University,maximillian.greenwald@yale.edu,[email_addtl_contact],,,,Please Confirm Payment for Powers Lab Online Research Study!,"<p>Hello! </p> <p> </p> <p>You are receiving this email because you consented to be contacted regarding your participation in an online research study by the Powers Lab. </p> <p> </p> <p>This email is being sent to <strong>ask that you confirm that you ended up receiving your $40 compensation for study participation, </strong>or -- if you still have not received the payment -- <strong>let us know that we need to fix this!</strong></p> <p> </p> <p>Please let us know at the following link:</p> <p><span style=""font-size: 18pt;""><strong>[survey-link:delayed_payment_confirmation:Click here to let us know whether you received your payment]</strong></span></p> <p> </p> <p>Thank you again for your participation, and have a fantastic day!</p> <p> </p> <p>P.S. if you used a digital US bank gift card, instructions are again attached for your convenience -- <em><strong>MAKE SURE YOU CLAIM YOUR CARD WITHIN 30 DAYS!!!</strong></em></p> <p> </p> <p>---------------------------------------------------------</p> <p>Powers Lab | Yale University</p> <p style=""background: white;""><i>Phone: ‪(203) 441-7213</i></p> <p style=""background: white;""><em>Email: </em><a href=""mailto:powers.lab@yale.edu"">powers.lab@yale.edu</a> </p>",,{},{},Y,,,N
